date,time,AQI,PM2.5,PM2.5_24h,PM10,PM10_24h,SO2,SO2_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,CO,CO_24h,AT,DPT,SLP,WD,WSR
20160102.0,0.0,92.0,68.0,59.0,78.0,73.0,16.0,15.0,67.0,60.0,28.0,103.0,37.0,81.0,0.787,0.911,97.0,62.0,10251.0,270.0,10.0
20160102.0,1.0,89.0,66.0,59.0,72.0,72.0,16.0,15.0,59.0,60.0,30.0,103.0,31.0,81.0,0.773,0.899,111.0,52.0,10248.0,270.0,10.0
20160102.0,2.0,89.0,66.0,59.0,68.0,72.0,16.0,16.0,55.0,59.0,32.0,103.0,29.0,81.0,0.785,0.8859999999999999,125.0,41.0,10246.0,270.0,10.0
20160102.0,3.0,88.0,65.0,59.0,65.0,71.0,16.0,15.0,50.0,59.0,34.0,103.0,29.0,81.0,0.79,0.878,139.0,31.0,10243.0,270.0,20.0
20160102.0,4.0,91.0,67.0,59.0,68.0,71.0,16.0,15.0,46.0,59.0,36.0,103.0,30.0,81.0,0.805,0.87,149.0,36.0,10234.0,270.0,20.0
20160102.0,5.0,92.0,68.0,60.0,71.0,71.0,16.0,15.0,49.0,59.0,33.0,103.0,30.0,81.0,0.841,0.863,159.0,41.0,10226.0,270.0,20.0
20160102.0,6.0,97.0,72.0,60.0,78.0,71.0,18.0,16.0,56.0,59.0,27.0,103.0,30.0,81.0,0.887,0.857,169.0,46.0,10217.0,270.0,30.0
20160102.0,7.0,99.0,74.0,61.0,79.0,71.0,19.0,16.0,68.0,58.0,17.0,103.0,29.0,81.0,0.998,0.848,162.0,30.0,10218.0,270.0,20.0
20160102.0,8.0,113.0,84.0,62.0,102.0,72.0,23.0,16.0,77.0,58.0,12.0,103.0,28.0,81.0,1.116,0.836,154.0,14.0,10218.0,280.0,20.0
20160102.0,9.0,136.0,103.0,63.0,135.0,77.0,32.0,17.0,83.0,58.0,15.0,103.0,26.0,81.0,1.281,0.8390000000000001,147.0,-2.0,10219.0,290.0,20.0
20160102.0,10.0,178.0,134.0,66.0,173.0,83.0,47.0,18.0,91.0,59.0,25.0,103.0,25.0,81.0,1.391,0.8540000000000001,127.0,10.0,10222.0,310.0,10.0
20160102.0,11.0,206.0,155.0,70.0,185.0,90.0,48.0,19.0,96.0,61.0,39.0,103.0,26.0,81.0,1.382,0.8759999999999999,107.0,23.0,10225.0,330.0,0.0
20160102.0,12.0,205.0,154.0,75.0,184.0,98.0,41.0,20.0,100.0,63.0,48.0,103.0,27.0,81.0,1.3090000000000002,0.899,87.0,35.0,10228.0,360.0,0.0
20160102.0,13.0,193.0,145.0,79.0,173.0,104.0,37.0,21.0,89.0,66.0,64.0,102.0,31.0,81.0,1.1909999999999998,0.919,82.0,38.0,10227.0,240.0,0.0
20160102.0,14.0,158.0,120.0,81.0,139.0,106.0,28.0,22.0,64.0,67.0,82.0,100.0,38.0,81.0,0.958,0.932,78.0,40.0,10225.0,120.0,0.0
20160102.0,15.0,122.0,92.0,83.0,104.0,108.0,23.0,22.0,57.0,69.0,86.0,96.0,46.0,81.0,0.884,0.941,73.0,43.0,10224.0,0.0,0.0
20160102.0,16.0,109.0,81.0,85.0,93.0,110.0,20.0,22.0,56.0,70.0,82.0,90.0,55.0,81.0,0.847,0.949,75.0,45.0,10221.0,30.0,0.0
20160102.0,17.0,103.0,76.0,86.0,101.0,111.0,21.0,23.0,75.0,71.0,63.0,87.0,61.0,80.0,0.93,0.958,77.0,48.0,10217.0,60.0,0.0
20160102.0,18.0,115.0,86.0,87.0,130.0,115.0,23.0,23.0,116.0,73.0,24.0,87.0,61.0,77.0,1.205,0.975,79.0,50.0,10214.0,90.0,10.0
20160102.0,19.0,133.0,101.0,89.0,137.0,119.0,24.0,23.0,117.0,75.0,21.0,87.0,59.0,72.0,1.345,0.995,83.0,53.0,10213.0,60.0,0.0
20160102.0,20.0,141.0,107.0,91.0,152.0,124.0,25.0,24.0,127.0,76.0,16.0,87.0,55.0,67.0,1.82,1.035,88.0,55.0,10211.0,30.0,0.0
20160102.0,21.0,156.0,118.0,93.0,183.0,129.0,26.0,24.0,132.0,78.0,14.0,87.0,49.0,63.0,2.291,1.095,92.0,58.0,10210.0,0.0,0.0
20160102.0,22.0,167.0,126.0,96.0,193.0,135.0,26.0,25.0,135.0,81.0,12.0,87.0,40.0,62.0,2.468,1.163,93.0,65.0,10214.0,120.0,0.0
20160102.0,23.0,181.0,136.0,98.0,197.0,140.0,26.0,25.0,135.0,83.0,13.0,87.0,31.0,62.0,2.705,1.241,94.0,73.0,10218.0,240.0,0.0
20160103.0,0.0,191.0,143.0,102.0,199.0,145.0,28.0,26.0,135.0,86.0,12.0,87.0,22.0,62.0,2.837,1.327,95.0,80.0,10222.0,360.0,0.0
20160103.0,1.0,199.0,149.0,105.0,197.0,150.0,30.0,26.0,129.0,89.0,12.0,87.0,16.0,62.0,2.623,1.404,109.0,81.0,10223.0,320.0,0.0
20160103.0,2.0,198.0,148.0,109.0,192.0,153.0,31.0,27.0,134.0,92.0,17.0,87.0,15.0,62.0,2.217,1.463,123.0,82.0,10224.0,280.0,0.0
20160103.0,3.0,196.0,147.0,112.0,187.0,155.0,31.0,27.0,131.0,96.0,11.0,87.0,13.0,62.0,1.957,1.5119999999999998,137.0,83.0,10225.0,250.0,10.0
20160103.0,4.0,206.0,155.0,116.0,195.0,157.0,29.0,28.0,123.0,99.0,10.0,87.0,13.0,62.0,1.77,1.5519999999999998,144.0,83.0,10216.0,230.0,10.0
20160103.0,5.0,217.0,166.0,120.0,194.0,159.0,27.0,28.0,116.0,102.0,10.0,87.0,12.0,62.0,1.695,1.588,150.0,84.0,10206.0,210.0,10.0
20160103.0,6.0,218.0,167.0,124.0,196.0,161.0,27.0,29.0,112.0,104.0,11.0,87.0,12.0,62.0,1.716,1.622,157.0,84.0,10197.0,200.0,10.0
20160103.0,7.0,215.0,164.0,127.0,197.0,164.0,24.0,29.0,109.0,106.0,10.0,87.0,12.0,62.0,1.727,1.652,155.0,86.0,10200.0,210.0,10.0
20160103.0,8.0,213.0,162.0,131.0,186.0,168.0,23.0,29.0,102.0,107.0,10.0,87.0,11.0,62.0,1.81,1.681,152.0,89.0,10203.0,230.0,10.0
20160103.0,9.0,215.0,164.0,133.0,184.0,170.0,26.0,28.0,103.0,108.0,11.0,87.0,11.0,62.0,1.907,1.7080000000000002,150.0,91.0,10206.0,250.0,10.0
20160103.0,10.0,215.0,164.0,134.0,180.0,171.0,33.0,28.0,110.0,109.0,14.0,87.0,11.0,62.0,1.847,1.727,135.0,90.0,10210.0,180.0,10.0
20160103.0,11.0,213.0,162.0,135.0,169.0,170.0,31.0,27.0,116.0,109.0,21.0,87.0,12.0,62.0,1.6740000000000002,1.739,119.0,88.0,10215.0,110.0,10.0
20160103.0,12.0,207.0,156.0,135.0,170.0,170.0,35.0,27.0,118.0,110.0,34.0,87.0,15.0,62.0,1.5119999999999998,1.747,104.0,87.0,10219.0,40.0,10.0
20160103.0,13.0,205.0,154.0,135.0,176.0,170.0,35.0,27.0,114.0,111.0,44.0,87.0,19.0,62.0,1.457,1.758,103.0,87.0,10219.0,20.0,0.0
20160103.0,14.0,208.0,157.0,137.0,190.0,171.0,32.0,27.0,114.0,113.0,50.0,87.0,24.0,62.0,1.4169999999999998,1.778,101.0,86.0,10219.0,10.0,0.0
20160103.0,15.0,207.0,156.0,139.0,170.0,174.0,32.0,28.0,122.0,116.0,40.0,82.0,28.0,62.0,1.394,1.7990000000000002,100.0,86.0,10219.0,0.0,0.0
20160103.0,16.0,203.0,152.0,142.0,169.0,177.0,31.0,28.0,129.0,119.0,29.0,67.0,30.0,62.0,1.39,1.821,102.0,87.0,10216.0,120.0,0.0
20160103.0,17.0,196.0,147.0,145.0,165.0,181.0,27.0,28.0,132.0,121.0,21.0,55.0,32.0,61.0,1.392,1.841,105.0,88.0,10212.0,240.0,0.0
20160103.0,18.0,192.0,144.0,148.0,180.0,184.0,26.0,29.0,144.0,122.0,11.0,55.0,31.0,59.0,1.56,1.856,107.0,89.0,10209.0,360.0,10.0
20160103.0,19.0,199.0,149.0,150.0,205.0,186.0,25.0,29.0,146.0,124.0,11.0,53.0,30.0,55.0,1.924,1.879,109.0,84.0,10209.0,250.0,10.0
20160103.0,20.0,213.0,162.0,152.0,215.0,189.0,25.0,28.0,148.0,125.0,11.0,52.0,27.0,49.0,2.128,1.892,111.0,79.0,10208.0,140.0,10.0
20160103.0,21.0,215.0,164.0,154.0,227.0,191.0,25.0,28.0,146.0,125.0,11.0,52.0,23.0,40.0,2.191,1.888,113.0,74.0,10208.0,40.0,10.0
20160103.0,22.0,212.0,161.0,155.0,195.0,189.0,24.0,28.0,137.0,125.0,10.0,52.0,18.0,35.0,1.88,1.864,113.0,75.0,10213.0,50.0,10.0
20160103.0,23.0,206.0,155.0,156.0,184.0,188.0,25.0,28.0,127.0,125.0,10.0,52.0,14.0,33.0,1.57,1.817,114.0,75.0,10218.0,60.0,10.0
20160104.0,0.0,193.0,145.0,156.0,162.0,185.0,26.0,28.0,126.0,124.0,10.0,52.0,12.0,32.0,1.421,1.757,114.0,76.0,10223.0,70.0,10.0
20160104.0,1.0,188.0,141.0,156.0,155.0,182.0,28.0,28.0,122.0,124.0,10.0,52.0,10.0,32.0,1.429,1.7080000000000002,121.0,84.0,10223.0,70.0,10.0
20160104.0,2.0,188.0,141.0,156.0,152.0,181.0,27.0,28.0,121.0,124.0,28.0,67.0,13.0,33.0,1.4380000000000002,1.675,128.0,91.0,10224.0,70.0,10.0
20160104.0,3.0,178.0,134.0,155.0,144.0,179.0,25.0,28.0,115.0,123.0,10.0,67.0,12.0,33.0,1.454,1.654,135.0,99.0,10224.0,70.0,20.0
20160104.0,4.0,172.0,130.0,154.0,144.0,177.0,24.0,28.0,110.0,122.0,10.0,67.0,13.0,33.0,1.518,1.644,132.0,99.0,10218.0,70.0,20.0
20160104.0,5.0,170.0,128.0,152.0,143.0,175.0,25.0,28.0,112.0,122.0,10.0,67.0,12.0,33.0,1.457,1.634,128.0,100.0,10213.0,70.0,20.0
20160104.0,6.0,178.0,134.0,151.0,164.0,174.0,31.0,28.0,120.0,122.0,10.0,67.0,12.0,33.0,1.507,1.625,125.0,100.0,10207.0,70.0,30.0
20160104.0,7.0,184.0,138.0,150.0,159.0,173.0,34.0,28.0,125.0,123.0,9.0,67.0,12.0,33.0,1.62,1.621,122.0,101.0,10209.0,70.0,30.0
20160104.0,8.0,184.0,138.0,149.0,166.0,172.0,39.0,29.0,127.0,124.0,10.0,67.0,12.0,33.0,1.734,1.617,118.0,103.0,10210.0,70.0,40.0
20160104.0,9.0,186.0,140.0,148.0,178.0,171.0,46.0,30.0,127.0,125.0,11.0,67.0,12.0,33.0,1.702,1.609,115.0,104.0,10212.0,70.0,50.0
20160104.0,10.0,182.0,137.0,147.0,166.0,171.0,49.0,30.0,122.0,126.0,11.0,67.0,10.0,33.0,1.484,1.594,112.0,103.0,10216.0,70.0,40.0
20160104.0,11.0,170.0,128.0,146.0,178.0,170.0,40.0,31.0,102.0,125.0,17.0,67.0,11.0,33.0,1.348,1.58,110.0,101.0,10219.0,70.0,30.0
20160104.0,12.0,174.0,131.0,144.0,176.0,170.0,29.0,30.0,83.0,124.0,26.0,67.0,13.0,33.0,1.245,1.569,107.0,100.0,10223.0,70.0,30.0
20160104.0,13.0,171.0,129.0,143.0,180.0,170.0,25.0,30.0,69.0,122.0,41.0,66.0,17.0,33.0,1.196,1.558,108.0,102.0,10220.0,70.0,30.0
20160104.0,14.0,153.0,116.0,142.0,143.0,170.0,22.0,30.0,72.0,120.0,38.0,63.0,21.0,33.0,1.223,1.55,110.0,103.0,10217.0,70.0,30.0
20160104.0,15.0,167.0,126.0,141.0,182.0,170.0,21.0,29.0,68.0,118.0,44.0,62.0,25.0,33.0,1.262,1.545,111.0,105.0,10214.0,70.0,40.0
20160104.0,16.0,174.0,131.0,140.0,141.0,170.0,24.0,29.0,65.0,115.0,58.0,74.0,31.0,35.0,1.423,1.546,109.0,103.0,10211.0,60.0,40.0
20160104.0,17.0,184.0,138.0,139.0,180.0,171.0,24.0,29.0,62.0,112.0,65.0,81.0,38.0,39.0,1.538,1.5519999999999998,106.0,100.0,10208.0,50.0,40.0
20160104.0,18.0,185.0,139.0,139.0,147.0,170.0,21.0,28.0,62.0,109.0,63.0,82.0,44.0,46.0,1.499,1.55,104.0,98.0,10205.0,40.0,50.0
20160104.0,19.0,165.0,125.0,138.0,181.0,166.0,18.0,28.0,55.0,105.0,72.0,87.0,51.0,52.0,1.391,1.527,99.0,92.0,10205.0,40.0,40.0
20160104.0,20.0,148.0,113.0,136.0,154.0,162.0,16.0,28.0,46.0,101.0,89.0,103.0,59.0,59.0,1.318,1.494,95.0,87.0,10206.0,40.0,30.0
20160104.0,21.0,149.0,114.0,134.0,127.0,158.0,15.0,28.0,44.0,97.0,92.0,107.0,65.0,65.0,1.288,1.456,90.0,81.0,10206.0,40.0,30.0
20160104.0,22.0,143.0,109.0,132.0,100.0,157.0,15.0,27.0,39.0,93.0,98.0,112.0,72.0,72.0,1.276,1.431,88.0,76.0,10217.0,40.0,30.0
20160104.0,23.0,138.0,105.0,130.0,90.125,156.0,14.0,27.0,37.0,89.0,101.0,115.0,80.0,80.0,1.237,1.4169999999999998,87.0,71.0,10229.0,40.0,30.0
20160105.0,0.0,111.0,83.0,127.0,80.25,155.0,12.0,26.0,26.0,85.0,108.0,121.0,86.0,86.0,1.1,1.404,85.0,66.0,10240.0,40.0,40.0
20160105.0,1.0,88.0,65.0,124.0,70.375,155.0,12.0,25.0,23.0,81.0,100.0,121.0,90.0,90.0,0.964,1.384,87.0,64.0,10242.0,40.0,40.0
20160105.0,2.0,72.0,52.0,120.0,60.5,156.0,11.0,25.0,21.0,76.0,100.0,113.0,95.0,95.0,0.914,1.362,88.0,61.0,10245.0,40.0,40.0
20160105.0,3.0,54.0,37.0,116.0,50.625,157.0,11.0,24.0,18.0,72.0,98.0,113.0,98.0,98.0,0.805,1.335,90.0,59.0,10247.0,40.0,50.0
20160105.0,4.0,51.0,30.0,112.0,40.75,158.0,10.0,24.0,16.0,68.0,101.0,113.0,100.0,100.0,0.727,1.3019999999999998,91.0,60.0,10244.0,30.0,40.0
20160105.0,5.0,51.0,25.0,108.0,30.875,160.0,10.0,23.0,14.0,64.0,95.0,114.0,100.0,100.0,0.654,1.269,91.0,61.0,10241.0,20.0,30.0
20160105.0,6.0,50.0,15.0,103.0,21.0,148.0,10.0,22.0,16.0,60.0,78.0,114.0,98.0,101.0,0.501,1.227,92.0,62.0,10238.0,20.0,30.0
20160105.0,7.0,48.0,10.0,97.0,13.0,145.0,9.0,21.0,19.0,56.0,82.0,114.0,95.0,101.0,0.482,1.18,90.0,63.0,10242.0,20.0,30.0
20160105.0,8.0,47.0,12.0,92.0,11.0,140.0,10.0,20.0,24.0,51.0,94.0,114.0,93.0,101.0,0.586,1.132,88.0,65.0,10247.0,30.0,30.0
20160105.0,9.0,47.0,17.0,87.0,25.0,138.0,11.0,18.0,26.0,47.0,92.0,115.0,93.0,101.0,0.58,1.085,86.0,66.0,10251.0,40.0,40.0
20160105.0,10.0,46.0,17.0,82.0,14.0,128.0,12.0,17.0,28.0,43.0,81.0,115.0,90.0,102.0,0.551,1.046,86.0,63.0,10253.0,40.0,40.0
20160105.0,11.0,45.0,17.0,78.0,11.0,113.0,13.0,16.0,29.0,40.0,79.0,115.0,88.0,102.0,0.5760000000000001,1.014,87.0,61.0,10255.0,40.0,40.0
20160105.0,12.0,44.0,17.0,73.0,22.0,102.0,15.0,15.0,28.0,38.0,84.0,115.0,86.0,102.0,0.78,0.996,87.0,58.0,10257.0,40.0,40.0
20160105.0,13.0,43.0,18.0,68.0,21.0,72.0,13.0,14.0,29.0,36.0,84.0,115.0,84.0,102.0,0.555,0.969,88.0,55.0,10260.0,40.0,30.0
20160105.0,14.0,43.0,18.0,64.0,26.0,65.0,14.0,14.0,32.0,35.0,81.0,115.0,85.0,102.0,0.507,0.939,88.0,52.0,10263.0,40.0,30.0
20160105.0,15.0,43.0,19.0,60.0,36.0,55.0,14.0,14.0,36.0,33.0,77.0,115.0,84.0,102.0,0.546,0.909,89.0,49.0,10266.0,40.0,30.0
20160105.0,16.0,41.0,22.0,55.0,35.0,47.0,13.0,13.0,39.0,32.0,68.0,115.0,81.0,102.0,0.5379999999999999,0.872,88.0,47.0,10264.0,40.0,30.0
20160105.0,17.0,40.0,20.0,50.0,26.0,35.0,12.0,13.0,41.0,31.0,65.0,115.0,78.0,102.0,0.564,0.831,86.0,46.0,10263.0,40.0,30.0
20160105.0,18.0,39.0,20.0,45.0,30.0,31.0,13.0,13.0,40.0,30.0,69.0,115.0,76.0,102.0,0.59,0.7929999999999999,85.0,44.0,10261.0,40.0,30.0
20160105.0,19.0,38.0,26.0,41.0,34.0,28.0,12.0,12.0,34.0,30.0,74.0,115.0,75.0,102.0,0.564,0.758,82.0,42.0,10260.0,30.0,30.0
20160105.0,20.0,40.0,28.0,37.0,35.0,28.0,12.0,12.0,31.0,29.0,75.0,115.0,74.0,102.0,0.547,0.726,80.0,41.0,10260.0,20.0,30.0
20160105.0,21.0,42.0,29.0,34.0,38.0,29.0,13.0,12.0,27.0,28.0,78.0,115.0,74.0,102.0,0.521,0.6940000000000001,77.0,39.0,10259.0,20.0,30.0
20160105.0,22.0,44.0,30.0,31.0,43.0,29.0,13.0,12.0,28.0,28.0,76.0,115.0,73.0,102.0,0.526,0.662,76.0,41.0,10265.0,20.0,30.0
20160105.0,23.0,40.0,28.0,27.0,39.0,29.0,14.0,12.0,28.0,27.0,77.0,114.0,73.0,102.0,0.511,0.632,76.0,44.0,10272.0,30.0,30.0
20160106.0,0.0,42.0,29.0,25.0,36.0,30.0,14.0,12.0,25.0,27.0,77.0,108.0,74.0,102.0,0.4970000000000001,0.607,75.0,46.0,10278.0,40.0,30.0
20160106.0,1.0,43.0,29.0,23.0,42.0,31.0,15.0,12.0,21.0,27.0,76.0,107.0,75.0,102.0,0.498,0.5870000000000001,79.0,44.0,10279.0,140.0,30.0
20160106.0,2.0,44.0,29.0,23.0,43.0,32.0,15.0,12.0,18.0,27.0,96.0,118.0,79.0,103.0,0.545,0.5720000000000001,82.0,42.0,10281.0,250.0,40.0
20160106.0,3.0,50.0,34.0,22.0,49.0,34.0,16.0,12.0,17.0,27.0,82.0,118.0,80.0,103.0,0.6,0.563,86.0,40.0,10282.0,360.0,50.0
20160106.0,4.0,63.0,44.0,23.0,53.0,35.0,17.0,13.0,16.0,27.0,84.0,113.0,81.0,102.0,0.644,0.5589999999999999,88.0,38.0,10276.0,360.0,40.0
20160106.0,5.0,61.0,43.0,24.0,56.0,37.0,16.0,13.0,19.0,27.0,78.0,109.0,81.0,100.0,0.647,0.5589999999999999,90.0,36.0,10269.0,360.0,30.0
20160106.0,6.0,63.0,44.0,25.0,56.0,38.0,15.0,13.0,24.0,28.0,70.0,109.0,80.0,97.0,0.626,0.564,92.0,34.0,10263.0,360.0,30.0
20160106.0,7.0,59.0,41.0,26.0,51.0,39.0,15.0,14.0,34.0,28.0,60.0,109.0,78.0,95.0,0.6679999999999999,0.5720000000000001,90.0,34.0,10266.0,240.0,20.0
20160106.0,8.0,56.0,39.0,27.0,54.0,40.0,16.0,14.0,42.0,29.0,52.0,106.0,75.0,94.0,0.731,0.578,89.0,33.0,10268.0,130.0,20.0
20160106.0,9.0,58.0,40.0,28.0,54.0,41.0,16.0,14.0,41.0,30.0,55.0,104.0,72.0,91.0,0.764,0.586,87.0,33.0,10271.0,20.0,20.0
20160106.0,10.0,59.0,41.0,29.0,52.0,42.0,17.0,14.0,40.0,30.0,58.0,104.0,67.0,89.0,0.769,0.595,85.0,32.0,10278.0,20.0,20.0
20160106.0,11.0,61.0,43.0,31.0,54.0,43.0,18.0,14.0,37.0,30.0,62.0,104.0,65.0,87.0,0.735,0.601,84.0,32.0,10286.0,20.0,20.0
20160106.0,12.0,65.0,46.0,32.0,60.0,44.0,18.0,15.0,29.0,30.0,72.0,103.0,63.0,86.0,0.725,0.601,82.0,31.0,10293.0,20.0,20.0
20160106.0,13.0,69.0,49.0,33.0,64.0,45.0,19.0,15.0,26.0,30.0,77.0,102.0,63.0,86.0,0.735,0.608,79.0,30.0,10296.0,20.0,20.0
20160106.0,14.0,71.0,51.0,34.0,67.0,47.0,19.0,15.0,28.0,30.0,76.0,102.0,64.0,85.0,0.71,0.617,75.0,30.0,10298.0,20.0,20.0
20160106.0,15.0,70.0,50.0,36.0,67.0,49.0,19.0,15.0,30.0,30.0,76.0,102.0,66.0,83.0,0.7070000000000001,0.623,72.0,29.0,10301.0,20.0,20.0
20160106.0,16.0,70.0,50.0,37.0,73.0,50.0,17.0,15.0,35.0,30.0,69.0,102.0,68.0,82.0,0.716,0.631,69.0,26.0,10298.0,20.0,20.0
20160106.0,17.0,72.0,52.0,38.0,77.0,53.0,17.0,16.0,41.0,30.0,61.0,102.0,69.0,81.0,0.7829999999999999,0.64,65.0,22.0,10295.0,30.0,20.0
20160106.0,18.0,72.0,52.0,40.0,77.0,54.0,18.0,16.0,45.0,30.0,58.0,102.0,69.0,81.0,0.799,0.649,62.0,19.0,10292.0,40.0,20.0
20160106.0,19.0,75.0,54.0,41.0,80.0,56.0,18.0,16.0,47.0,30.0,54.0,102.0,68.0,81.0,0.894,0.6629999999999999,55.0,19.0,10291.0,110.0,10.0
20160106.0,20.0,81.0,59.0,42.0,78.0,57.0,18.0,16.0,51.0,31.0,48.0,102.0,65.0,81.0,0.903,0.677,47.0,19.0,10290.0,190.0,10.0
20160106.0,21.0,76.0,55.0,43.0,72.0,59.0,18.0,16.0,49.0,32.0,50.0,102.0,62.0,81.0,0.847,0.691,40.0,19.0,10289.0,270.0,10.0
20160106.0,22.0,74.0,53.0,44.0,66.0,60.0,17.0,17.0,45.0,33.0,53.0,102.0,59.0,81.0,0.8370000000000001,0.7040000000000001,45.0,24.0,10294.0,240.0,10.0
20160106.0,23.0,70.0,50.0,45.0,62.0,60.0,16.0,17.0,42.0,34.0,55.0,102.0,56.0,81.0,0.8540000000000001,0.718,50.0,28.0,10299.0,220.0,10.0
20160107.0,0.0,70.0,50.0,46.0,59.0,61.0,17.0,17.0,39.0,34.0,57.0,102.0,55.0,81.0,0.795,0.731,55.0,33.0,10304.0,200.0,10.0
20160107.0,1.0,71.0,51.0,47.0,62.0,62.0,18.0,17.0,39.0,35.0,56.0,102.0,54.0,81.0,0.768,0.742,63.0,32.0,10303.0,240.0,10.0
20160107.0,2.0,76.0,55.0,48.0,62.0,62.0,18.0,17.0,42.0,36.0,62.0,89.0,54.0,81.0,0.934,0.758,70.0,30.0,10303.0,280.0,20.0
20160107.0,3.0,78.0,57.0,49.0,64.0,63.0,18.0,17.0,47.0,37.0,52.0,88.0,54.0,81.0,0.957,0.773,78.0,29.0,10302.0,320.0,30.0
20160107.0,4.0,80.0,58.0,49.0,65.0,63.0,17.0,17.0,51.0,39.0,47.0,85.0,54.0,81.0,0.87,0.782,78.0,30.0,10295.0,320.0,30.0
20160107.0,5.0,80.0,58.0,50.0,68.0,64.0,17.0,17.0,54.0,40.0,42.0,84.0,53.0,80.0,0.857,0.7909999999999999,79.0,32.0,10287.0,320.0,30.0
20160107.0,6.0,83.0,61.0,51.0,74.0,65.0,18.0,18.0,61.0,42.0,36.0,84.0,51.0,78.0,0.938,0.804,79.0,33.0,10280.0,320.0,30.0
20160107.0,7.0,91.0,67.0,52.0,81.0,66.0,19.0,18.0,78.0,43.0,22.0,84.0,47.0,75.0,1.073,0.821,76.0,30.0,10280.0,300.0,20.0
20160107.0,8.0,98.0,73.0,53.0,91.0,68.0,22.0,18.0,87.0,45.0,17.0,84.0,42.0,74.0,1.234,0.8420000000000001,72.0,27.0,10281.0,280.0,20.0
20160107.0,9.0,100.0,75.0,55.0,103.0,70.0,24.0,18.0,88.0,47.0,19.0,84.0,37.0,71.0,1.335,0.866,69.0,24.0,10281.0,270.0,20.0
20160107.0,10.0,100.0,75.0,56.0,104.0,73.0,27.0,19.0,79.0,49.0,27.0,84.0,33.0,70.0,1.232,0.885,66.0,22.0,10282.0,180.0,20.0
20160107.0,11.0,110.0,82.0,58.0,105.0,75.0,35.0,19.0,73.0,50.0,34.0,84.0,31.0,70.0,1.259,0.907,63.0,20.0,10282.0,100.0,20.0
20160107.0,12.0,119.0,89.0,59.0,108.0,77.0,40.0,20.0,67.0,52.0,41.0,84.0,30.0,70.0,1.271,0.93,60.0,18.0,10283.0,20.0,30.0
20160107.0,13.0,110.0,82.0,60.0,107.0,79.0,41.0,21.0,68.0,54.0,41.0,83.0,29.0,70.0,1.304,0.953,57.0,12.0,10285.0,110.0,20.0
20160107.0,14.0,125.0,94.0,62.0,111.0,81.0,36.0,22.0,61.0,55.0,44.0,81.0,31.0,70.0,1.212,0.974,54.0,7.0,10286.0,200.0,20.0
20160107.0,15.0,135.0,102.0,64.0,118.0,84.0,28.0,22.0,58.0,56.0,42.0,75.0,33.0,70.0,1.145,0.992,51.0,1.0,10288.0,290.0,20.0
20160107.0,16.0,132.0,100.0,66.0,121.0,86.0,26.0,23.0,60.0,57.0,34.0,73.0,35.0,70.0,1.18,1.012,49.0,-5.0,10284.0,310.0,20.0
20160107.0,17.0,133.0,101.0,68.0,124.0,88.0,26.0,23.0,70.0,58.0,23.0,73.0,36.0,70.0,1.233,1.031,46.0,-11.0,10279.0,330.0,30.0
20160107.0,18.0,138.0,105.0,71.0,120.0,90.0,27.0,24.0,76.0,60.0,17.0,72.0,35.0,69.0,1.295,1.051,44.0,-17.0,10275.0,360.0,40.0
20160107.0,19.0,127.0,96.0,73.0,111.0,91.0,26.0,24.0,72.0,61.0,22.0,71.0,33.0,66.0,1.144,1.061,43.0,-15.0,10276.0,330.0,30.0
20160107.0,20.0,121.0,91.0,74.0,101.0,92.0,25.0,24.0,58.0,61.0,32.0,71.0,32.0,64.0,1.023,1.067,43.0,-14.0,10277.0,300.0,30.0
20160107.0,21.0,110.0,82.0,75.0,95.0,94.0,23.0,24.0,49.0,61.0,40.0,71.0,32.0,62.0,0.961,1.071,42.0,-12.0,10278.0,270.0,30.0
20160107.0,22.0,91.0,67.0,76.0,85.0,95.0,21.0,24.0,44.0,61.0,47.0,71.0,32.0,60.0,0.944,1.0759999999999998,40.0,-30.0,10283.0,270.0,20.0
20160107.0,23.0,77.0,56.0,76.0,67.0,97.0,21.0,25.0,39.0,61.0,54.0,71.0,34.0,59.0,0.902,1.078,39.0,-47.0,10288.0,280.0,20.0
20160108.0,0.0,76.0,55.0,76.0,44.0,97.0,21.0,25.0,32.0,60.0,62.0,74.0,37.0,58.0,0.8590000000000001,1.08,37.0,-65.0,10293.0,290.0,20.0
20160108.0,1.0,74.0,53.0,76.0,65.0,98.0,22.0,25.0,29.0,60.0,64.0,74.0,42.0,58.0,0.812,1.082,42.0,-65.0,10293.0,290.0,20.0
20160108.0,2.0,70.0,50.0,76.0,53.0,98.0,24.0,25.0,28.0,60.0,67.0,72.0,48.0,58.0,0.871,1.08,48.0,-66.0,10294.0,290.0,30.0
20160108.0,3.0,69.0,49.0,76.0,55.0,98.0,24.0,25.0,26.0,59.0,68.0,74.0,54.0,60.0,0.8,1.073,53.0,-66.0,10294.0,290.0,40.0
20160108.0,4.0,69.0,49.0,75.0,47.0,98.0,23.0,26.0,24.0,58.0,69.0,75.0,59.0,62.0,0.7659999999999999,1.069,58.0,-70.0,10287.0,290.0,40.0
20160108.0,5.0,61.0,43.0,74.0,51.0,99.0,22.0,26.0,27.0,57.0,65.0,74.0,62.0,64.0,0.7,1.064,64.0,-75.0,10280.0,290.0,40.0
